benchmark,topology,pinning,source,allocator,instance_id,interop_threads,intraop_threads,batch_size,throughput
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,10,1,76.04179712577321
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,11,1,79.6734108487628
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,12,1,3.712341210471431
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,13,1,87.2341638856573
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,14,1,88.06258915902886
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,15,1,91.35241379181304
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,16,1,93.5906804383862
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,1,2,14.494186704391458
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,2,2,28.262057358990074
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,3,2,41.04127214337504
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,4,2,54.30000208307233
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,5,2,64.59351840146138
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,6,2,76.26725607804289
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,7,2,86.10479830701547
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,8,2,97.52121406992501
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,9,2,91.33474949361295
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,10,2,9.622970018664805
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,11,2,99.87004794587442
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,12,2,107.23428242888852
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,13,2,113.78189209992166
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,14,2,117.4465993801476
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,15,2,121.32645109603199
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,16,2,128.25358389063945
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,1,4,14.77804798708408
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,2,4,29.134617859585596
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,3,4,43.106054069421084
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,4,4,57.39742993031933
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,5,4,69.34448569235818
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,6,4,81.72001275560824
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,7,4,93.64264408561016
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,8,4,107.24514598314683
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,9,4,104.60620034496652
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,10,4,109.91951254480396
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,11,4,18.8385783614229
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,12,4,124.94676217692759
