benchmark,topology,pinning,allocator,instance_id,interop_threads,intraop_threads,batch_size,latency(min),latency(avg),latency(max),flops
resnet_manual_script,interleave,numactl,default,1,1,5,512,9544.055756996386,9584.162438759231,9659.172500949353,0.0
resnet_manual_script,interleave,numactl,default,1,1,6,512,8366.158329998143,8402.036262959009,8495.110585994553,0.0
resnet_manual_script,interleave,numactl,default,1,1,7,512,7400.434643961489,7426.145209571114,7479.063072998542,0.0
resnet_manual_script,interleave,numactl,default,1,1,8,512,6376.450334035326,6429.401620880235,6511.406245990656,0.0
resnet_manual_script,interleave,numactl,default,1,1,9,512,6485.528237011749,6564.793081703247,6857.76258300757,0.0
resnet_manual_script,interleave,numactl,default,1,1,10,512,6101.257869973779,6143.024078700109,6436.685648048297,0.0
resnet_manual_script,interleave,numactl,default,1,1,11,512,5677.784590981901,5725.489857998327,6030.4571819724515,0.0
resnet_manual_script,interleave,numactl,default,1,1,12,512,5204.747443960514,5268.391163338092,5630.236575962044,0.0
resnet_manual_script,interleave,numactl,default,1,1,13,512,5079.959366004914,5102.150024186121,5164.633124950342,0.0
resnet_manual_script,interleave,numactl,default,1,1,14,512,4781.062543042935,4851.655664109858,5049.789123004302,0.0
resnet_manual_script,interleave,numactl,default,1,1,15,512,4656.250091968104,4714.280782013666,5005.746643000748,0.0
resnet_manual_script,interleave,numactl,default,1,1,16,512,4442.196166026406,4522.1647595689865,4694.820525997784,0.0
resnet_manual_script,interleave,numactl,default,1,1,1,1024,81000.00697997166,81143.04066221055,81242.63620300917,0.0
resnet_manual_script,interleave,numactl,default,1,1,2,1024,42733.12812601216,43022.15234577074,43505.642836971674,0.0
resnet_manual_script,interleave,numactl,default,1,1,3,1024,28999.58854005672,29421.277184712817,31869.843137974385,0.0
resnet_manual_script,interleave,numactl,default,1,1,4,1024,22411.676033982076,22655.808270956622,23479.251011973247,0.0
resnet_manual_script,interleave,numactl,default,1,1,5,1024,19240.468782023527,19443.962774178945,21612.245112017263,0.0
resnet_manual_script,interleave,numactl,default,1,1,6,1024,16642.512966995127,16918.036492329556,18194.28670295747,0.0
resnet_manual_script,interleave,numactl,default,1,1,7,1024,14868.427415029146,15188.8022030727,16303.490555030294,0.0
resnet_manual_script,interleave,numactl,default,1,1,8,1024,12903.111428953707,12991.033309063641,13163.190275023226,0.0
resnet_manual_script,interleave,numactl,default,1,1,9,1024,12913.421094010118,13161.049725009361,14084.004769974854,0.0
resnet_manual_script,interleave,numactl,default,1,1,10,1024,12031.206740997732,12152.204700056463,12686.503574019298,0.0
resnet_manual_script,interleave,numactl,default,1,1,11,1024,11464.664482045919,11722.954746030155,12263.764507020824,0.0
resnet_manual_script,interleave,numactl,default,1,1,12,1024,10399.242481973488,10468.078016669024,10719.875073991716,0.0
resnet_manual_script,interleave,numactl,default,1,1,13,1024,10019.4221289712,10068.131439234712,10171.273690997623,0.0
resnet_manual_script,interleave,numactl,default,1,1,14,1024,9633.692428993527,9735.827865110477,9927.621852024458,0.0
resnet_manual_script,interleave,numactl,default,1,1,15,1024,9234.242273960263,9427.261499588494,9699.864515976515,0.0
resnet_manual_script,interleave,numactl,default,1,1,16,1024,8888.179359026253,8928.791486571427,9052.860421012156,0.0
