benchmark,topology,interop_threads,intraop_threads,batch_size,latency(min),latency(avg),latency(max),flops
resnet_manual_script,interleave,1,4,16,328.6353820003569,341.0418279655278,394.5409348234534,372.5305892532395
resnet_manual_script,interleave,1,5,16,298.6890310421586,300.9471296798438,330.0527171231806,422.1622358291234
resnet_manual_script,interleave,1,6,16,256.9628469645977,260.57265151757747,289.02957309037447,487.57424231617676
resnet_manual_script,interleave,1,7,16,227.46147168800235,231.4805446844548,273.2118582352996,548.8517979132438
resnet_manual_script,interleave,1,8,16,193.0675278417766,195.10313655715436,243.8233718276024,651.1864205462522
resnet_manual_script,interleave,1,9,16,177.86434665322304,180.1180586591363,218.54581264778972,705.3624388237076
resnet_manual_script,interleave,1,10,16,164.05300283804536,167.27607356850058,198.4084127470851,759.5139604946123
resnet_manual_script,interleave,1,11,16,153.41424802318215,157.17264275066555,188.4126546792686,808.3373219953193
resnet_manual_script,interleave,1,12,16,151.70834911987185,155.53486223332584,189.0736548230052,816.849105774164
resnet_manual_script,interleave,1,13,16,133.0362530425191,136.01907956413925,180.0586013123393,934.0492050020879
resnet_manual_script,interleave,1,14,16,140.11052576825023,145.0089266896248,183.1873068585992,876.1427039863069
resnet_manual_script,interleave,1,15,16,120.573909021914,123.27475864440203,161.08384728431702,1030.6125481736592
resnet_manual_script,interleave,1,16,16,109.87093625590205,112.3283106321469,148.8727256655693,1131.0462377383994
resnet_manual_script,interleave,1,17,16,112.07137582823634,114.37832701951265,151.44507307559252,1110.7743612155286
resnet_manual_script,interleave,1,18,16,117.74257477372885,120.11283325962722,149.23885324969888,1057.743037809966
resnet_manual_script,interleave,1,1,32,3036.141890101135,3087.3782724281773,3098.5333318822086,82.3018765744427
resnet_manual_script,interleave,1,2,32,1597.676679957658,1619.5514563051984,1667.961185798049,156.8934562262629
resnet_manual_script,interleave,1,3,32,1031.7246308550239,1083.3751513715833,1149.007765110582,234.54204685635077
resnet_manual_script,interleave,1,4,32,766.7909036390483,771.0887927887961,838.9734588563442,329.53017589194565
resnet_manual_script,interleave,1,5,32,655.7368859648705,675.8886946737766,712.3740557581186,375.94507426794894
resnet_manual_script,interleave,1,6,32,571.6343843378127,575.9758775029331,611.2009291537106,441.1591447503043
resnet_manual_script,interleave,1,7,32,522.0338297076523,539.4184968713671,564.4841236062348,471.0573089164821
resnet_manual_script,interleave,1,8,32,451.28524163737893,464.3837454961613,495.4827236942947,547.1703692912749
resnet_manual_script,interleave,1,9,32,378.45959374681115,391.66397149674594,431.0618545860052,648.7628273414246
resnet_manual_script,interleave,1,10,32,351.31584387272596,363.43315590173006,398.0208393186331,699.1575242648092
resnet_manual_script,interleave,1,11,32,314.01253631338477,317.4611632199958,349.6640897355974,800.4034979860343
resnet_manual_script,interleave,1,12,32,331.6358090378344,343.3221327094361,370.17929228022695,740.1125686558926
resnet_manual_script,interleave,1,13,32,318.21973575279117,332.36440799664706,363.72037092223763,764.5133456003609
resnet_manual_script,interleave,1,14,32,292.5556115806103,298.6528936587274,330.8570608496666,850.8105259022145
resnet_manual_script,interleave,1,15,32,297.0392466522753,304.81206892989576,344.10087298601866,833.6186503640057
resnet_manual_script,interleave,1,16,32,257.4355830438435,277.71246685646474,330.3180383518338,914.9644176663112
resnet_manual_script,interleave,1,17,32,247.79693270102143,262.88474335335195,305.6087549775839,966.5719747549591
resnet_manual_script,interleave,1,18,32,234.67604210600257,263.37696080096066,293.21464570239186,964.7655768494735
resnet_manual_script,interleave,1,1,64,6340.701987966895,6354.859022083692,6369.346553925425,0.0
resnet_manual_script,interleave,1,2,64,3342.499592807144,3359.4954664073884,3409.585908986628,0.0
resnet_manual_script,interleave,1,3,64,2300.5128111690283,2307.054046257399,2354.9253582023084,0.0
resnet_manual_script,interleave,1,4,64,1752.8245463036,1764.4009060505778,1817.390033043921,0.0
resnet_manual_script,interleave,1,5,64,1464.0829050913453,1474.9290842702612,1502.8029852546751,0.0
resnet_manual_script,interleave,1,6,64,1284.3688856810331,1296.462893486023,1381.7546898499131,0.0
resnet_manual_script,interleave,1,7,64,1166.467831004411,1170.5809216899797,1203.1430159695446,0.0
resnet_manual_script,interleave,1,8,64,977.3823628202081,984.7253320785239,1014.4876660779119,0.0
resnet_manual_script,interleave,1,9,64,923.0166990309954,940.271378653124,964.6601448766887,0.0
resnet_manual_script,interleave,1,10,64,845.8210229873657,851.9822185859084,877.8784279711545,0.0
resnet_manual_script,interleave,1,11,64,756.4812018536031,783.1696680979803,851.3732301071286,0.0
resnet_manual_script,interleave,1,12,64,722.1739399246871,730.9950194088742,769.1483739763498,0.0
resnet_manual_script,interleave,1,13,64,642.8953590802848,683.7254109466448,739.0937302261591,0.0
resnet_manual_script,interleave,1,14,64,660.7576529495418,670.2128411317244,695.7997060380876,0.0
resnet_manual_script,interleave,1,15,64,646.521451883018,649.550203923136,698.2564288191497,0.0
resnet_manual_script,interleave,1,16,64,610.8579956926405,616.9447084562853,652.3508382961154,0.0
resnet_manual_script,interleave,1,17,64,600.2373727969825,610.7417628495023,650.1500802114606,0.0
resnet_manual_script,interleave,1,18,64,597.382340580225,605.0636271946132,628.5537388175726,0.0
resnet_manual_script,interleave,1,1,128,13062.704392243177,13072.655927217565,13475.502650719136,0.0
resnet_manual_script,interleave,1,2,128,6972.168072126806,6996.780338599347,7076.112859882414,0.0
resnet_manual_script,interleave,1,3,128,4632.861856836826,4646.457793796435,4701.542726252228,0.0
resnet_manual_script,interleave,1,4,128,3679.3140517547727,3694.3118980014697,3826.9967953674495,0.0
resnet_manual_script,interleave,1,5,128,2974.0268043242395,2985.265082689002,3039.8182552307844,0.0
resnet_manual_script,interleave,1,6,128,2623.4847237356007,2641.335005867295,2685.122780036181,0.0
resnet_manual_script,interleave,1,7,128,2295.9458748809993,2307.7798736514524,2349.8980160802603,0.0
resnet_manual_script,interleave,1,8,128,2068.151210900396,2078.5346005298197,2133.18747933954,0.0
resnet_manual_script,interleave,1,9,128,1836.0895947553217,1845.1580726448447,1897.6293532177806,0.0
resnet_manual_script,interleave,1,10,128,1690.5178842134774,1704.765961705707,1749.2378973402083,0.0
resnet_manual_script,interleave,1,11,128,1594.9770882725716,1606.116333398968,1635.2077308110893,0.0
resnet_manual_script,interleave,1,12,128,1469.1368397325277,1484.1147078201175,1545.9463982842863,0.0
resnet_manual_script,interleave,1,13,128,1439.7693336941302,1448.8120907871053,1492.4862547777593,0.0
resnet_manual_script,interleave,1,14,128,1428.424442652613,1436.8681267648935,1487.7711180597544,0.0
resnet_manual_script,interleave,1,15,128,1296.5212599374354,1306.5776277240366,1366.1851538345218,0.0
resnet_manual_script,interleave,1,16,128,1235.686182975769,1248.6728726979345,1286.1886653117836,0.0
resnet_manual_script,interleave,1,17,128,1236.6605992428958,1247.578962012194,1293.9506280235946,0.0
resnet_manual_script,interleave,1,18,128,1171.86368862167,1186.0143440123647,1221.4740957133472,0.0
resnet_manual_script,interleave,1,1,256,26630.471909884363,26643.850070731714,26880.79699408263,0.0
resnet_manual_script,interleave,1,2,256,14045.311375986785,14134.90350972861,14662.158381193876,0.0
resnet_manual_script,interleave,1,3,256,9617.422047071159,9654.522898816504,9782.920689322054,0.0
resnet_manual_script,interleave,1,4,256,7452.044000849128,7491.3235823391005,7693.279355298728,0.0
resnet_manual_script,interleave,1,5,256,6230.4923622868955,6262.077398272231,6373.134075663984,0.0
resnet_manual_script,interleave,1,6,256,5417.050897143781,5459.231103588827,5550.279674120247,0.0
resnet_manual_script,interleave,1,7,256,4845.645071938634,4872.547923801467,4956.84179989621,0.0
resnet_manual_script,interleave,1,8,256,4161.849251948297,4190.1014010747895,4303.5060642287135,0.0
resnet_manual_script,interleave,1,9,256,3813.650732394308,3844.5902772946283,3891.7295411229134,0.0
resnet_manual_script,interleave,1,10,256,3553.6314509809017,3591.3601133646443,3725.2377616241574,0.0
resnet_manual_script,interleave,1,11,256,3352.712412830442,3374.897116185166,3437.244176864624,0.0
resnet_manual_script,interleave,1,12,256,3153.4975161775947,3195.1397029682994,3280.425498727709,0.0
resnet_manual_script,interleave,1,13,256,2929.2584508657455,2946.153911370784,3023.7084957771003,0.0
resnet_manual_script,interleave,1,14,256,2833.213882986456,2856.4770448114723,2923.319078050554,0.0
resnet_manual_script,interleave,1,15,256,2739.110211841762,2760.800449810922,2844.1018713638186,0.0
resnet_manual_script,interleave,1,16,256,2643.202815204859,2669.7482739714906,2802.7823590673506,0.0
resnet_manual_script,interleave,1,17,256,2562.303027138114,2577.860100539401,2642.8926927037537,0.0
resnet_manual_script,interleave,1,18,256,2470.7485996186733,2489.366148682311,2527.1441573277116,0.0
resnet_manual_script,interleave,1,1,512,53434.4840766862,53474.023923235945,54275.658670347184,0.0
resnet_manual_script,interleave,1,2,512,28267.68752420321,28495.643136454746,28807.887027040124,0.0
resnet_manual_script,interleave,1,3,512,19487.679813988507,19587.771358005702,19818.263332825154,0.0
resnet_manual_script,interleave,1,4,512,14940.819174982607,15017.030038028024,15310.07092492655,0.0
resnet_manual_script,interleave,1,5,512,12515.486827585846,12565.912433643825,12694.568425882608,0.0
resnet_manual_script,interleave,1,6,512,10855.079428292811,10920.543294586241,11053.71868191287,0.0
resnet_manual_script,interleave,1,7,512,9681.143686175346,9738.038796125911,10008.228233084083,0.0
resnet_manual_script,interleave,1,8,512,8284.086716827005,8348.969904095866,8512.89703976363,0.0
resnet_manual_script,interleave,1,9,512,7705.4617642425,7765.048014237545,8074.5757427066565,0.0
resnet_manual_script,interleave,1,10,512,7173.456211108714,7216.898675300181,7358.248868025839,0.0
resnet_manual_script,interleave,1,11,512,6809.041320811957,6863.458064077422,7084.402401000261,0.0
resnet_manual_script,interleave,1,12,512,6117.209890857339,6176.15109465085,6250.619010999799,0.0
resnet_manual_script,interleave,1,13,512,5914.86185695976,5948.383111450821,6033.5652362555265,0.0
resnet_manual_script,interleave,1,14,512,5781.22523939237,5822.324369265698,5958.786354865879,0.0
resnet_manual_script,interleave,1,15,512,5406.180665828288,5454.03578823898,5519.306083209813,0.0
resnet_manual_script,interleave,1,16,512,5267.256546765566,5321.073341881856,5403.00615131855,0.0
resnet_manual_script,interleave,1,17,512,5045.50311807543,5076.327118086629,5200.1629788428545,0.0
resnet_manual_script,interleave,1,18,512,5002.725346013904,5036.137715470977,5147.007908206433,0.0
resnet_manual_script,interleave,1,1,1024,107770.33941401169,107951.61166576203,108610.6310239993,0.0
resnet_manual_script,interleave,1,2,1024,56494.8140271008,57018.327519414015,57620.67474471405,0.0
resnet_manual_script,interleave,1,3,1024,38754.71869064495,39106.36451352853,39556.767945643514,0.0
resnet_manual_script,interleave,1,4,1024,29529.5380060561,29855.732651641592,30251.11290626228,0.0
resnet_manual_script,interleave,1,5,1024,24779.215739108622,24964.93678632658,25257.945823017508,0.0
resnet_manual_script,interleave,1,6,1024,21400.041807908565,21562.208503470756,21878.03908996284,0.0
resnet_manual_script,interleave,1,7,1024,19098.515803925693,19214.231490599923,19449.64118860662,0.0
resnet_manual_script,interleave,1,8,1024,16366.758281365037,16495.742757353,16912.119130138308,0.0
resnet_manual_script,interleave,1,9,1024,15248.13828105107,15331.674280879088,15596.358409151435,0.0
resnet_manual_script,interleave,1,10,1024,14004.179106093943,14075.897550284863,14261.45991915837,0.0
resnet_manual_script,interleave,1,11,1024,13393.054645042866,13483.681090064347,13679.069726262242,0.0
resnet_manual_script,interleave,1,12,1024,12095.618583261967,12162.763168788515,12472.251005005091,0.0
resnet_manual_script,interleave,1,13,1024,11531.081766355783,11583.025081129745,11761.48397475481,0.0
resnet_manual_script,interleave,1,14,1024,11089.873948134482,11145.944236372598,11425.65398896113,0.0
resnet_manual_script,interleave,1,15,1024,10641.46705204621,10694.928590282798,10876.591005828232,0.0
resnet_manual_script,interleave,1,16,1024,10203.91013706103,10284.307546676137,10508.175801020116,0.0
resnet_manual_script,interleave,1,17,1024,9815.265028737485,9857.985501787625,10176.338090095669,0.0
resnet_manual_script,interleave,1,18,1024,9594.06424779445,9636.547113060951,9713.312715291977,0.0
