benchmark,interop_threads,intraop_threads,batch_size,throughput
resnet_manual_none,7,14,32,84.72915829366836
resnet_manual_none,7,15,32,57.99693463683039
resnet_manual_none,7,16,32,83.75331064450104
resnet_manual_none,7,17,32,83.40145797176716
resnet_manual_none,7,18,32,82.23633419678127
resnet_manual_none,7,19,32,36.833625039580674
resnet_manual_none,8,1,32,6.190693199223544
resnet_manual_none,8,2,32,13.592991082449476
resnet_manual_none,8,3,32,25.91506038385654
resnet_manual_none,8,4,32,28.887139445741912
resnet_manual_none,8,5,32,36.85591980764655
resnet_manual_none,8,6,32,44.46598656561592
resnet_manual_none,8,7,32,47.54620580829983
resnet_manual_none,8,8,32,61.355953529617345
resnet_manual_none,8,9,32,42.312999333619935
resnet_manual_none,8,10,32,50.27682203579403
resnet_manual_none,8,11,32,61.296014636654334
resnet_manual_none,8,12,32,53.96899267315709
resnet_manual_none,8,13,32,59.56352962680061
resnet_manual_none,8,14,32,64.99086093067882
resnet_manual_none,8,15,32,54.65842524055488
resnet_manual_none,8,16,32,84.60862057716493
resnet_manual_none,8,17,32,75.6709572439084
resnet_manual_none,8,18,32,80.29720602755417
resnet_manual_none,8,19,32,30.367986963453657
resnet_manual_none,9,1,32,7.786977428455813
resnet_manual_none,9,2,32,15.59955917986267
resnet_manual_none,9,3,32,23.57649260443784
resnet_manual_none,9,4,32,31.00171628199928
resnet_manual_none,9,5,32,33.858793059638955
resnet_manual_none,9,6,32,44.25476423107286
resnet_manual_none,9,7,32,43.680690932966016
resnet_manual_none,9,8,32,46.911135217513156
resnet_manual_none,9,9,32,59.87039057130029
resnet_manual_none,9,10,32,48.670723351969826
resnet_manual_none,9,11,32,55.83380814573645
resnet_manual_none,9,12,32,81.48468611439267
resnet_manual_none,9,13,32,69.95056537982684
resnet_manual_none,9,14,32,62.57451928296864
resnet_manual_none,9,15,32,69.44009042759042
resnet_manual_none,9,16,32,72.71708920780316
resnet_manual_none,9,17,32,76.52571680545998
resnet_manual_none,9,18,32,95.8985077737618
resnet_manual_none,9,19,32,32.35133567807171
resnet_manual_none,10,1,32,6.375260865437435
resnet_manual_none,10,2,32,13.920622494069233
resnet_manual_none,10,3,32,25.849008775018252
resnet_manual_none,10,4,32,29.279046844784318
resnet_manual_none,10,5,32,35.28719850043309
resnet_manual_none,10,6,32,37.473226028102104
resnet_manual_none,10,7,32,41.103646812124516
resnet_manual_none,10,8,32,50.82276737155298
resnet_manual_none,10,9,32,47.35956039516998
resnet_manual_none,10,10,32,50.99106182209346
resnet_manual_none,10,11,32,63.37431012474292
resnet_manual_none,10,12,32,63.481585936878965
resnet_manual_none,10,13,32,71.95461689599215
resnet_manual_none,10,14,32,72.32252941387215
resnet_manual_none,10,15,32,68.64999397812117
resnet_manual_none,10,16,32,70.07590343022193
resnet_manual_none,10,17,32,58.26622586526106
resnet_manual_none,10,18,32,63.40559793113554
resnet_manual_none,10,19,32,29.12567086578709
resnet_manual_none,11,1,32,8.073232208229387
resnet_manual_none,11,2,32,12.05690063370137
resnet_manual_none,11,3,32,21.053103785917756
resnet_manual_none,11,4,32,31.43868683559764
resnet_manual_none,11,5,32,40.71944863942961
resnet_manual_none,11,6,32,43.840551015717736
resnet_manual_none,11,7,32,55.16337444660042
resnet_manual_none,11,8,32,48.88736834329788
resnet_manual_none,11,9,32,35.95527202545382
resnet_manual_none,11,10,32,58.65644717262
resnet_manual_none,11,11,32,59.13949223116634
resnet_manual_none,11,12,32,53.84210370835119
resnet_manual_none,11,13,32,68.13444605290907
resnet_manual_none,11,14,32,68.17762317912951
resnet_manual_none,11,15,32,69.59950074382814
resnet_manual_none,11,16,32,70.66436626708517
resnet_manual_none,11,17,32,92.26831666960175
resnet_manual_none,11,18,32,83.4897698701422
resnet_manual_none,11,19,32,35.89497416913052
resnet_manual_none,12,1,32,7.455659756010177
resnet_manual_none,12,2,32,13.812208994940942
resnet_manual_none,12,3,32,23.340037658256854
resnet_manual_none,12,4,32,26.791822225161066
resnet_manual_none,12,5,32,31.573065477087674
resnet_manual_none,12,6,32,34.84736871420579
resnet_manual_none,12,7,32,46.80880370969238
resnet_manual_none,12,8,32,39.13141048413416
resnet_manual_none,12,9,32,52.75115281492184
resnet_manual_none,12,10,32,60.111838462035855
resnet_manual_none,12,11,32,52.74197863128657
resnet_manual_none,12,12,32,59.23837176500972
resnet_manual_none,12,13,32,73.54827332730876
resnet_manual_none,12,14,32,62.06277031324998
resnet_manual_none,12,15,32,58.89682683352366
resnet_manual_none,12,16,32,70.10097063389753
resnet_manual_none,12,17,32,68.04141945134897
resnet_manual_none,12,18,32,75.44226119741391
resnet_manual_none,12,19,32,36.17735113175155
resnet_manual_none,13,1,32,6.025241513925135
resnet_manual_none,13,2,32,16.253456404070192
resnet_manual_none,13,3,32,21.79615211094782
resnet_manual_none,13,4,32,30.194849943094937
resnet_manual_none,13,5,32,40.53438344257663
resnet_manual_none,13,6,32,49.61237463035948
resnet_manual_none,13,7,32,30.018369213513765
resnet_manual_none,13,8,32,39.30431559286507
resnet_manual_none,13,9,32,41.5800022039288
resnet_manual_none,13,10,32,59.016688579925585
resnet_manual_none,13,11,32,51.44894518270139
resnet_manual_none,13,12,32,69.12402398105598
resnet_manual_none,13,13,32,72.3228048732783
resnet_manual_none,13,14,32,59.1596963863398
resnet_manual_none,13,15,32,65.68153810324918
resnet_manual_none,13,16,32,71.13382736938006
resnet_manual_none,13,17,32,87.27846945683034
resnet_manual_none,13,18,32,73.7705150157593
resnet_manual_none,13,19,32,33.42819097111002
resnet_manual_none,14,1,32,7.164844271096919
resnet_manual_none,14,2,32,15.540068641156164
resnet_manual_none,14,3,32,24.511890252564807
resnet_manual_none,14,4,32,32.92003674114397
resnet_manual_none,14,5,32,30.69970259063809
resnet_manual_none,14,6,32,35.96724127809059
resnet_manual_none,14,7,32,46.52219529760809
resnet_manual_none,14,8,32,58.82463572893551
resnet_manual_none,14,9,32,59.245240614847745
resnet_manual_none,14,10,32,58.65790200884441
resnet_manual_none,14,11,32,55.02560959101657
resnet_manual_none,14,12,32,71.8548999603709
resnet_manual_none,14,13,32,73.0635021779609
resnet_manual_none,14,14,32,74.81795026636757
resnet_manual_none,14,15,32,75.63659194652651
resnet_manual_none,14,16,32,73.49497696459402
resnet_manual_none,14,17,32,71.6303596292794
resnet_manual_none,14,18,32,89.19211088185052
resnet_manual_none,14,19,32,32.64255151837858
resnet_manual_none,15,1,32,9.049972995492444
resnet_manual_none,15,2,32,16.33279188062284
resnet_manual_none,15,3,32,24.745170660156386
resnet_manual_none,15,4,32,30.879265984414815
resnet_manual_none,15,5,32,29.067362703393684
resnet_manual_none,15,6,32,42.074216975876354
resnet_manual_none,15,7,32,44.905795616792616
resnet_manual_none,15,8,32,59.31084496755306
resnet_manual_none,15,9,32,52.71365872311828
resnet_manual_none,15,10,32,60.99337055339046
resnet_manual_none,15,11,32,52.997204199749895
resnet_manual_none,15,12,32,69.57884887202728
resnet_manual_none,15,13,32,69.5741599166379
resnet_manual_none,15,14,32,84.47844206647179
resnet_manual_none,15,15,32,81.34535410563672
resnet_manual_none,15,16,32,81.88411427819094
resnet_manual_none,15,17,32,76.7548143444206
resnet_manual_none,15,18,32,95.82448506153023
resnet_manual_none,15,19,32,33.352059145156865
resnet_manual_none,16,1,32,7.095003670052508
resnet_manual_none,16,2,32,17.997424367517546
resnet_manual_none,16,3,32,18.96137916120828
resnet_manual_none,16,4,32,30.314777211414697
resnet_manual_none,16,5,32,32.931627180825615
resnet_manual_none,16,6,32,38.644951193867975
resnet_manual_none,16,7,32,42.07775072613899
resnet_manual_none,16,8,32,42.63823338979841
resnet_manual_none,16,9,32,61.198666205601455
resnet_manual_none,16,10,32,70.36309595447912
resnet_manual_none,16,11,32,59.187759935536896
resnet_manual_none,16,12,32,61.110287960661864
resnet_manual_none,16,13,32,72.284522652654
resnet_manual_none,16,14,32,71.44567713002603
resnet_manual_none,16,15,32,79.73448609611847
resnet_manual_none,16,16,32,75.60709301404897
resnet_manual_none,16,17,32,56.308898915390806
resnet_manual_none,16,18,32,63.98870047517197
resnet_manual_none,16,19,32,31.873750048826366
resnet_manual_none,17,1,32,7.281445489060598
resnet_manual_none,17,2,32,11.504197098036352
resnet_manual_none,17,3,32,24.38808985768521
resnet_manual_none,17,4,32,27.188919597060615
resnet_manual_none,17,5,32,35.61996617923416
resnet_manual_none,17,6,32,36.41907855823307
resnet_manual_none,17,7,32,50.431451578265325
resnet_manual_none,17,8,32,56.72500455667849
resnet_manual_none,17,9,32,64.15948489465661
resnet_manual_none,17,10,32,67.73717717843223
resnet_manual_none,17,11,32,52.08602384275487
resnet_manual_none,17,12,32,53.436198854964
resnet_manual_none,17,13,32,65.88485651954787
resnet_manual_none,17,14,32,54.524036489347864
resnet_manual_none,17,15,32,76.08260035826468
resnet_manual_none,17,16,32,82.27369852717179
resnet_manual_none,17,17,32,73.46750864859185
resnet_manual_none,17,18,32,89.38350923700318
resnet_manual_none,17,19,32,32.50394068255006
resnet_manual_none,18,1,32,7.906255226686678
resnet_manual_none,18,2,32,15.366819796711088
resnet_manual_none,18,3,32,18.864954482737378
resnet_manual_none,18,4,32,27.54653908862399
resnet_manual_none,18,5,32,31.584375385729505
resnet_manual_none,18,6,32,33.55881882288861
resnet_manual_none,18,7,32,38.607524606833046
resnet_manual_none,18,8,32,42.440337667908665
resnet_manual_none,18,9,32,54.657373251012544
resnet_manual_none,18,10,32,57.49291961136111
resnet_manual_none,18,11,32,55.64576121007791
resnet_manual_none,18,12,32,71.02454314912885
resnet_manual_none,18,13,32,69.88560420446231
resnet_manual_none,18,14,32,67.15979164942122
resnet_manual_none,18,15,32,73.16912852299609
resnet_manual_none,18,16,32,81.7984309151252
resnet_manual_none,18,17,32,72.80973466666615
resnet_manual_none,18,18,32,94.09970658021182
resnet_manual_none,18,19,32,36.533429156879095
resnet_manual_none,19,1,32,5.898169404560616
resnet_manual_none,19,2,32,15.553851908411046
resnet_manual_none,19,3,32,21.845963515678633
resnet_manual_none,19,4,32,28.591530592603785
resnet_manual_none,19,5,32,37.28047448541959
resnet_manual_none,19,6,32,45.0761576745409
resnet_manual_none,19,7,32,43.17207019948348
resnet_manual_none,19,8,32,53.45491938205523
resnet_manual_none,19,9,32,63.362948880297665
resnet_manual_none,19,10,32,59.48658708864921
resnet_manual_none,19,11,32,59.94825550836545
resnet_manual_none,19,12,32,63.39608272043659
resnet_manual_none,19,13,32,60.70095172543034
resnet_manual_none,19,14,32,71.85250296014385
resnet_manual_none,19,15,32,73.38136179036829
resnet_manual_none,19,16,32,73.06395504661376
resnet_manual_none,19,17,32,75.44748956244915
resnet_manual_none,19,18,32,84.05406702005064
resnet_manual_none,19,19,32,35.566186952206394
